timestamp_us,raw_mag,filtered,ax,ay,az
17408298,0.899,0.07,-0.631,-0.606,-0.208
17417484,0.872,0.059,-0.633,-0.561,-0.213
17427436,0.92,0.053,-0.65,-0.591,-0.275
17437436,1.008,0.063,-0.627,-0.722,-0.318
17447436,1.08,0.089,-0.557,-0.885,-0.27
17457675,1.102,0.118,-0.599,-0.882,-0.277
17467468,1.046,0.136,-0.517,-0.875,-0.245
17477436,0.989,0.136,-0.534,-0.811,-0.187
17487436,0.871,0.116,-0.601,-0.621,-0.109
17497569,0.839,0.082,-0.67,-0.486,-0.138
17507573,0.903,0.059,-0.737,-0.495,-0.164
17517479,0.97,0.055,-0.767,-0.563,-0.191
17527440,1.056,0.069,-0.709,-0.762,-0.178
17537436,1.068,0.091,-0.663,-0.818,-0.179
17547436,1.055,0.106,-0.638,-0.827,-0.152
17557516,0.981,0.108,-0.695,-0.686,-0.098
17567710,1.006,0.103,-0.816,-0.556,-0.188
17577448,1.039,0.104,-0.837,-0.554,-0.266
17587444,1.107,0.116,-0.885,-0.596,-0.292
