timestamp_us,raw_mag,filtered,ax,ay,az
15047433,2.008,-0.745,0.783,1.537,-1.028
15057433,1.974,-0.733,0.719,1.745,-0.58
15067552,2.286,-0.687,0.099,2.273,0.222
15077472,2.63,-0.572,-0.379,2.53,0.612
15087433,3.261,-0.369,-1.209,2.771,1.221
15097433,4.065,-0.047,-1.651,2.862,2.368
15109758,4.341,0.323,-1.985,2.947,2.494
15117493,3.457,0.54,-0.973,2.873,1.657
15127433,2.827,0.534,-0.421,2.773,-0.353
15137433,3.352,0.514,-0.633,3.215,-0.706
15147433,5.218,0.762,-1.438,4.98,-0.59
15157433,4.019,1.023,-2.491,2.882,-1.28
15167583,3.813,1.06,-2.975,1.849,-1.508
15177481,3.947,1.072,-3.611,0.045,-1.594
15187696,4.497,1.15,-3.588,-2.411,1.237
15197433,4.776,1.294,-3.776,-2.774,0.922
15207477,3.32,1.264,-3.153,-1.019,-0.199
15217684,2.36,0.959,-2.006,1.244,0.004
15227457,2.434,0.616,-1.524,1.754,-0.724
15237433,2.582,0.37,-2.146,0.783,-1.203
15247433,2.382,0.17,-2.097,-0.076,-1.127
15257433,3.203,0.083,-2.897,-0.126,-1.361
15267556,3.989,0.196,-3.534,0.571,-1.759
15277464,3.877,0.357,-3.138,1.397,-1.798
15287433,3.65,0.441,-2.761,1.664,-1.713
15297433,3.097,0.415,-1.97,1.875,-1.48
15308764,2.861,0.304,-1.497,2.044,-1.331
15317711,2.908,0.193,-1.638,2.021,-1.3
15327457,3.026,0.125,-1.786,1.972,-1.441
15337433,3.045,0.086,-1.663,2.014,-1.566
15347433,2.993,0.052,-1.46,2.051,-1.619
15357433,3.134,0.035,-1.281,2.187,-1.844
15367560,3.158,0.039,-1.17,2.14,-2.006
15377464,3.08,0.037,-1.234,2.066,-1.921
15387433,2.512,-0.038,-0.331,1.593,-1.914
15397433,1.758,-0.244,0.777,0.999,-1.221
15407433,2.124,-0.445,1.754,0.719,-0.958
15418047,2.766,-0.485,2.752,0.05,-0.266
15427457,2.986,-0.415,2.956,-0.097,0.415
15437568,2.525,-0.385,2.472,0.104,0.502
15447433,1.617,-0.512,1.284,0.649,0.738
15457433,1.486,-0.722,0.854,0.964,0.742
15467433,1.752,-0.865,0.939,1.461,0.226
15477574,2.355,-0.872,1.425,1.792,-0.548
15487433,2.699,-0.763,1.493,2.016,-0.997
15497433,3.075,-0.593,1.025,2.732,-0.969
15507433,3.591,-0.356,0.178,3.507,-0.751
15519304,3.796,-0.088,-0.906,3.668,0.362
15527692,3.75,0.138,-1.346,3.397,0.84
15537465,3.323,0.259,-1.589,2.618,1.29
15547437,3.09,0.277,-1.649,2.257,1.317
15557433,3.043,0.258,-1.849,2.003,1.352
15567441,3.302,0.264,-2.412,2.114,0.786
15577548,3.116,0.275,-1.993,2.39,0.163
15587496,4.979,0.47,-2.644,4.168,0.658
15597433,5.495,0.884,-2.473,4.753,-1.219
15607433,4.337,1.126,-1.253,3.43,-2.34
